token,label
dang,I-AUTO
/,I-AUTO
shes,I-AUTO
bcu,I-AUTO
rnam,I-AUTO
dag,I-AUTO
'chang,I-AUTO
ba,I-AUTO
la,I-AUTO
srtsogs,I-AUTO
te/,I-AUTO
zag,I-AUTO
pa,I-AUTO
med,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
rnams,I-AUTO
kyang,I-AUTO
/,I-AUTO
mthar,I-AUTO
phyin,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas/,I-AUTO
shin,I-AUTO
tu,I-AUTO
rnam,I-AUTO
par,I-AUTO
dag,I-AUTO
pa'i,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
du,I-AUTO
ston,I-AUTO
ste//,I-AUTO
de,I-AUTO
ltar,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
rnam,I-AUTO
par,I-AUTO
dag,I-AUTO
pa'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
ston,I-AUTO
pa'i,I-AUTO
phyir/,I-AUTO
ming,I-AUTO
gang,I-AUTO
smos,I-AUTO
pa,I-AUTO
de,I-AUTO
dag,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyang,I-AUTO
de'i,I-AUTO
mtshan,I-AUTO
du,I-AUTO
'gyur,I-AUTO
ro//,I-AUTO
de,I-AUTO
la,I-AUTO
ji,I-AUTO
ltar,I-AUTO
na,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
dbang,I-AUTO
phyug,I-AUTO
yin,I-AUTO
zhe,I-AUTO
na/,I-AUTO
'di,I-AUTO
nyid,I-AUTO
du,I-AUTO
gsungs,I-AUTO
pa/,I-AUTO
chos,B-ALLO
kyi,I-ALLO
dbang,I-ALLO
phyug,I-ALLO
chos,I-ALLO
kyi,I-ALLO
rgyal//,I-ALLO
zhes,B-AUTO
bya,I-AUTO
ba,I-AUTO
la,I-AUTO
sogs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
la,I-AUTO
mnga',I-AUTO
ba,I-AUTO
brnyes,I-AUTO
shing,I-AUTO
/,I-AUTO
de,I-AUTO
la,I-AUTO
dbang,I-AUTO
bsgyur,I-AUTO
ba,I-AUTO
dang,I-AUTO
/,I-AUTO
chos,I-AUTO
kyi,I-AUTO
rgyal,I-AUTO
po,I-AUTO
dang,I-AUTO
/,I-AUTO
gtso,I-AUTO
bo,I-AUTO
dang,I-AUTO
/,I-AUTO
bdag,I-AUTO
por,I-AUTO
ston,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas/,I-AUTO
yon,I-AUTO
tan,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
ming,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyang,I-AUTO
de'i,I-AUTO
mtshan,I-AUTO
du,I-AUTO
'gyur,I-AUTO
ro//,I-AUTO
de,I-AUTO
la,I-AUTO
ji,I-AUTO
ltar,I-AUTO
na,I-AUTO
des,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
bskyed,I-AUTO
pa,I-AUTO
yin,I-AUTO
zhe,I-AUTO
na/,I-AUTO
'di,I-AUTO
nyid,I-AUTO
du,I-AUTO
gsungs,I-AUTO
pa/,I-AUTO
sangs,B-ALLO
rgyas,I-ALLO
thams,I-ALLO
cad,I-ALLO
bsyked,I-ALLO
pa,I-ALLO
po//,I-ALLO
'byung,I-ALLO
ba,I-ALLO
chen,I-ALLO
po,I-ALLO
rgyu,I-ALLO
gcig,I-ALLO
pa//,I-ALLO
sna,I-ALLO
tshogs,I-ALLO
don,I-ALLO
kun,I-ALLO
bskyed,I-ALLO
pa,I-ALLO
po//,I-ALLO
gsang,I-ALLO
sngags,I-ALLO
don,I-ALLO
kun,I-ALLO
bskyed,I-ALLO
pa,I-ALLO
po,I-ALLO
la,B-AUTO
sogs,I-AUTO
pa/,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
las,I-AUTO
byung,I-AUTO
bar,I-AUTO
ston,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu,I-AUTO
ste/,I-AUTO
'di,I-AUTO
ltar,I-AUTO
de,I-AUTO
bzhin,I-AUTO
nyid,I-AUTO
kyi,I-AUTO
phyir/,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
bskyed,I-AUTO
pa,I-AUTO
yin,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
thabs,I-AUTO
dang,I-AUTO
shes,I-AUTO
rab,I-AUTO
kyi,I-AUTO
phyir,I-AUTO
sangs,I-AUTO
rgyas,I-AUTO
thams,I-AUTO
cad,I-AUTO
bskyed,I-AUTO
pa,I-AUTO
yin,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
'dul,I-AUTO
ba'i,I-AUTO
dbang,I-AUTO
gi,I-AUTO
phyir,I-AUTO
sprul,I-AUTO
pa,I-AUTO
thams,I-AUTO
cad,I-AUTO
bskyed,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
de,I-AUTO
lta,I-AUTO
bu,I-AUTO
la,I-AUTO
sogs,I-AUTO
pa,I-AUTO
yon,I-AUTO
tan,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
phyir,I-AUTO
smos,I-AUTO
pa'i,I-AUTO
ming,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyang,I-AUTO
de'i,I-AUTO
mtshan,I-AUTO
du,I-AUTO
'gyur,I-AUTO
ro//,I-AUTO
de,I-AUTO
la,I-AUTO
ji,I-AUTO
ltar,I-AUTO
na,I-AUTO
de,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
las,I-AUTO
skyes,I-AUTO
pa,I-AUTO
yin,I-AUTO
zhe,I-AUTO
na/,I-AUTO
de,I-AUTO
chos,I-AUTO
nyid,I-AUTO
las,I-AUTO
skyes,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
nam,B-ALLO
mkha',I-ALLO
las,I-ALLO
byung,I-ALLO
rang,I-ALLO
byung,I-ALLO
ba//,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
de,I-AUTO
ye,I-AUTO
shes,I-AUTO
las,I-AUTO
skyes,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
ye,B-ALLO
shes,I-ALLO
'ba',I-ALLO
zhig,I-ALLO
las,I-ALLO
byung,I-ALLO
ba,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
de,I-AUTO
sems,I-AUTO
las,I-AUTO
skyes,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
sna,B-ALLO
tshogs,I-ALLO
gzugs,I-ALLO
can,I-ALLO
yid,I-ALLO
las,I-ALLO
skyes,I-ALLO
shes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
de,I-AUTO
nyan,I-AUTO
thos,I-AUTO
kyi,I-AUTO
lam,I-AUTO
dang,I-AUTO
/,I-AUTO
rang,I-AUTO
sangs,I-AUTO
rgyas,I-AUTO
kyi,I-AUTO
lam,I-AUTO
dang,I-AUTO
/,I-AUTO
yang,I-AUTO
dag,I-AUTO
par,I-AUTO
rdzogs,I-AUTO
pa'i,I-AUTO
sangs,I-AUTO
rgyas,I-AUTO
kyi,I-AUTO
lam,I-AUTO
thams,I-AUTO
cad,I-AUTO
las,I-AUTO
kyang,I-AUTO
skyes,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
nges,B-ALLO
'byung,I-ALLO
sna,I-ALLO
tshogs,I-ALLO
las,I-ALLO
byung,I-ALLO
ba//,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
de,I-AUTO
theg,I-AUTO
pa,I-AUTO
chen,I-AUTO
po'i,I-AUTO
yang,I-AUTO
chen,I-AUTO
po,I-AUTO
gsang,I-AUTO
sngags,I-AUTO
kyi,I-AUTO
tshul,I-AUTO
las,I-AUTO
kyang,I-AUTO
skyes,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
gsang,B-ALLO
sngags,I-ALLO
tshul,I-ALLO
chen,I-ALLO
las,I-ALLO
byung,I-ALLO
ba//,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
de,I-AUTO
legs,I-AUTO
par,I-AUTO
sbyang,I-AUTO
ba'i,I-AUTO
chos,I-AUTO
las,I-AUTO
kyang,I-AUTO
skyes,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
chos,B-ALLO
las,I-ALLO
'byung,I-ALLO
ba,I-ALLO
srid,I-ALLO
pa,I-ALLO
sel//,I-ALLO
zhes,B-AUTO
gsungs,I-AUTO
ba,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
de,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
dbyer,I-AUTO
med,I-AUTO
pa'i,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
las,I-AUTO
skyes,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
rdo,B-ALLO
rje,I-ALLO
las,I-ALLO
skyes,I-ALLO
rdo,I-ALLO
rje'i,I-ALLO
bdag//,I-ALLO
ces,B-AUTO
pa,I-AUTO
lta,I-AUTO
bu'o//,I-AUTO
de,I-AUTO
ltar,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
las,I-AUTO
skyes,I-AUTO
par,I-AUTO
bstan,I-AUTO
pa'i,I-AUTO
phyir/,I-AUTO
de'i,I-AUTO
yon,I-AUTO
tan,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
ming,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyang,I-AUTO
de'i,I-AUTO
mtshan,I-AUTO
du,I-AUTO
'gyur,I-AUTO
ro//,I-AUTO
de,I-AUTO
ltar,I-AUTO
rnam,I-AUTO
pa,I-AUTO
bcu'i,I-AUTO
sgo,I-AUTO
nas,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
dang,I-AUTO
/,I-AUTO
zag,I-AUTO
pa,I-AUTO
med,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
ming,I-AUTO
thams,I-AUTO
cad,I-AUTO
de'i,I-AUTO
mtshan,I-AUTO
du,I-AUTO
'gyur,I-AUTO
ba,I-AUTO
thun,I-AUTO
mong,I-AUTO
du,I-AUTO
bstan,I-AUTO
nas/,I-AUTO
da,I-AUTO
ni,I-AUTO
khyad,I-AUTO
par,I-AUTO
brjod,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
de,I-AUTO
la,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
la,I-AUTO
de'i,I-AUTO
bdag,I-AUTO
nyid,I-AUTO
du,I-AUTO
ston,I-AUTO
pa'i,I-AUTO
tshe/,I-AUTO
'di,I-AUTO
ltar,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
rnams,I-AUTO
kyi,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
ni,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dal,I-AUTO
yin,I-AUTO
no,I-AUTO
zhes,I-AUTO
brjod,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
gyi,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
ni,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
zhes,I-AUTO
brjod,I-AUTO
par,I-AUTO
mi,I-AUTO
bya,I-AUTO
ste/,I-AUTO
dper,I-AUTO
na,I-AUTO
bum,I-AUTO
pa'i,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
ni,I-AUTO
mi,I-AUTO
rtag,I-AUTO
pa,I-AUTO
nyid,I-AUTO
do,I-AUTO
zhes,I-AUTO
brjod,I-AUTO
par,I-AUTO
bya'o//,I-AUTO
mi,I-AUTO
rtag,I-AUTO
pa,I-AUTO
nyid,I-AUTO
kyi,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
ni,I-AUTO
bum,I-AUTO
pa'o,I-AUTO
zhes,I-AUTO
brjod,I-AUTO
par,I-AUTO
mi,I-AUTO
bya,I-AUTO
ste/,I-AUTO
'di,I-AUTO
ltar,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
dang,I-AUTO
mtshan,I-AUTO
gzhi,I-AUTO
rnam,I-AUTO
par,I-AUTO
bzhag,I-AUTO
pa,I-AUTO
ni/,I-AUTO
khyab,I-AUTO
che,I-AUTO
chung,I-AUTO
dang,I-AUTO
/,I-AUTO
phra,I-AUTO
rags,I-AUTO
dang,I-AUTO
/,I-AUTO
dam,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
dam,I-AUTO
pa,I-AUTO
ma,I-AUTO
yin,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
'khrul,I-AUTO
pa,I-AUTO
dang,I-AUTO
bden,I-AUTO
pa,I-AUTO
lta,I-AUTO
bu'i,I-AUTO
sgo,I-AUTO
nas,I-AUTO
phan,I-AUTO
tshun,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
dang,I-AUTO
mtshan,I-AUTO
gzhir,I-AUTO
bzhag,I-AUTO
ste/,I-AUTO
thams,I-AUTO
cad,I-AUTO
du,I-AUTO
phan,I-AUTO
tshun,I-AUTO
bsnor,I-AUTO
du,I-AUTO
rung,I-AUTO
ba,I-AUTO
ni,I-AUTO
ma,I-AUTO
yin,I-AUTO
no//,I-AUTO
de,I-AUTO
bas,I-AUTO
na,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
gyi,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
yin,I-AUTO
par,I-AUTO
mtshan,I-AUTO
mi,I-AUTO
brjod,I-AUTO
do//,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
la,I-AUTO
khyab,I-AUTO
pa,I-AUTO
ston,I-AUTO
pa'i,I-AUTO
skabs,I-AUTO
su/,I-AUTO
rten,I-AUTO
dang,I-AUTO
brten,I-AUTO
par,I-AUTO
bzhag,I-AUTO
pa'i,I-AUTO
tshe/,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
ni,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
la,I-AUTO
khyab,I-AUTO
pa,I-AUTO
yin,I-AUTO
gyi/,I-AUTO
brten,I-AUTO
pa,I-AUTO
ni,I-AUTO
ma,I-AUTO
yin,I-AUTO
no//,I-AUTO
dper,I-AUTO
na,I-AUTO
nam,I-AUTO
mkha',I-AUTO
ni,I-AUTO
gzugs,I-AUTO
la,I-AUTO
khyab,I-AUTO
pa,I-AUTO
yin,I-AUTO
gyi/,I-AUTO
nam,I-AUTO
mkha'i,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
gzugs,I-AUTO
la,I-AUTO
brten,I-AUTO
pa,I-AUTO
ma,I-AUTO
yin,I-AUTO
no//,I-AUTO
de,I-AUTO
bas,I-AUTO
na,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
la,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
brten,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
nas,I-AUTO
mtshan,I-AUTO
mi,I-AUTO
brjod,I-AUTO
do//,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
lta,I-AUTO
bur,I-AUTO
'phrul,I-AUTO
zhing,I-AUTO
'jug,I-AUTO
par,I-AUTO
ston,I-AUTO
pa'i,I-AUTO
tshe/,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
la,I-AUTO
thugs,I-AUTO
rje,I-AUTO
dang,I-AUTO
'phrul,I-AUTO
pa,I-AUTO
'jug,I-AUTO
par,I-AUTO
ston,I-AUTO
kyang,I-AUTO
/,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
la,I-AUTO
ni,I-AUTO
des,I-AUTO
bsgos,I-AUTO
shing,I-AUTO
byin,I-AUTO
gyis,I-AUTO
rlobs,I-AUTO
kyi/,I-AUTO
de,I-AUTO
la,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pas,I-AUTO
mi,I-AUTO
'dzin,I-AUTO
cing,I-AUTO
mi,I-AUTO
gos,I-AUTO
te/,I-AUTO
dper,I-AUTO
na,I-AUTO
nyi,I-AUTO
ma'i,I-AUTO
'od,I-AUTO
zer,I-AUTO
mi,I-AUTO
gtsang,I-AUTO
ba'i,I-AUTO
sa,I-AUTO
phyogs,I-AUTO
su,I-AUTO
shar,I-AUTO
ba'i,I-AUTO
tshe/,I-AUTO
nyi,I-AUTO
ma'i,I-AUTO
'od,I-AUTO
kyis,I-AUTO
mi,I-AUTO
gtsang,I-AUTO
ba'i,I-AUTO
sa,I-AUTO
phyogs,I-AUTO
su,I-AUTO
bsgos,I-AUTO
shing,I-AUTO
reg,I-AUTO
par,I-AUTO
gyur,I-AUTO
kyang,I-AUTO
/,I-AUTO
dri,I-AUTO
ma,I-AUTO
des,I-AUTO
'od,I-AUTO
la,I-AUTO
bsgos,I-AUTO
shing,I-AUTO
byin,I-AUTO
gyis,I-AUTO
brlabs,I-AUTO
pa,I-AUTO
med,I-AUTO
do//,I-AUTO
de'i,I-AUTO
phyir,I-AUTO
thams,I-AUTO
cad,I-AUTO
du,I-AUTO
'jug,I-AUTO
kyang,I-AUTO
gos,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
nas,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
par,I-AUTO
mi,I-AUTO
bya'o//,I-AUTO
tshul,I-AUTO
de,I-AUTO
dag,I-AUTO
gis,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
la,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
ldan,I-AUTO
par,I-AUTO
bsgrub,I-AUTO
pa,I-AUTO
na,I-AUTO
'gal,I-AUTO
ba,I-AUTO
ni,I-AUTO
med,I-AUTO
kyi/,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
la,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
phyogs,I-AUTO
ldan,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
par,I-AUTO
ni,I-AUTO
mi,I-AUTO
bya'o//,I-AUTO
rnam,I-AUTO
par,I-AUTO
dag,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
tshe/,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
rnams,I-AUTO
ni/,I-AUTO
nyes,I-AUTO
skyon,I-AUTO
gyi,I-AUTO
chos,I-AUTO
dri,I-AUTO
ma'i,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
yin,I-AUTO
pa'i,I-AUTO
phyir/,I-AUTO
de,I-AUTO
bsal,I-AUTO
zhing,I-AUTO
zad,I-AUTO
par,I-AUTO
byas,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
pa,I-AUTO
yin,I-AUTO
no//,I-AUTO
zag,I-AUTO
pa,I-AUTO
med,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
rnam,I-AUTO
par,I-AUTO
dag,I-AUTO
par,I-AUTO
ston,I-AUTO
pa'i,I-AUTO
tshe,I-AUTO
ni/,I-AUTO
de,I-AUTO
la,I-AUTO
mi,I-AUTO
mthun,I-AUTO
pa'i,I-AUTO
dri,I-AUTO
ma,I-AUTO
thams,I-AUTO
cad,I-AUTO
ma,I-AUTO
lus,I-AUTO
par,I-AUTO
gtan,I-AUTO
du,I-AUTO
zad,I-AUTO
pa'i,I-AUTO
phyir,I-AUTO
rnam,I-AUTO
par,I-AUTO
dag,I-AUTO
par,I-AUTO
mtshon,I-AUTO
brjod,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
don,I-AUTO
dam,I-AUTO
par,I-AUTO
gnyis,I-AUTO
su,I-AUTO
med,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
nas,I-AUTO
brjod,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
kun,I-AUTO
rdzob,I-AUTO
tsam,I-AUTO
du,I-AUTO
de,I-AUTO
dag,I-AUTO
spang,I-AUTO
bar,I-AUTO
bya,I-AUTO
ba,I-AUTO
yin,I-AUTO
pas/,I-AUTO
spangs,I-AUTO
shing,I-AUTO
zad,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
nas,I-AUTO
ni,I-AUTO
brjod,I-AUTO
pa,I-AUTO
yin,I-AUTO
no//,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
bskyed,I-AUTO
par,I-AUTO
ston,I-AUTO
pa'i,I-AUTO
tshe/,I-AUTO
chos,I-AUTO
ci,I-AUTO
yang,I-AUTO
ma,I-AUTO
yin,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
shes,I-AUTO
pa,I-AUTO
rang,I-AUTO
rig,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
dang,I-AUTO
'khrul,I-AUTO
ba'i,I-AUTO
chos,I-AUTO
sna,I-AUTO
tshogs,I-AUTO
su,I-AUTO
snang,I-AUTO
ba'i,I-AUTO
sgo,I-AUTO
nas,I-AUTO
bdag,I-AUTO
po'i,I-AUTO
rkyen,I-AUTO
du,I-AUTO
bshad,I-AUTO
kyi/,I-AUTO
rgyu'i,I-AUTO
rkyen,I-AUTO
du,I-AUTO
mi,I-AUTO
brjod,I-AUTO
do//,I-AUTO
de,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
las,I-AUTO
skyes,I-AUTO
par,I-AUTO
bstan,I-AUTO
pa'i,I-AUTO
skabs,I-AUTO
su/,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
kyi,I-AUTO
dbang,I-AUTO
las,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'ja,I-AUTO
m,I-AUTO
dpal,I-AUTO
skye,I-AUTO
bar,I-AUTO
bshad,I-AUTO
kyi/,I-AUTO
de'i,I-AUTO
rgyu'i,I-AUTO
rkyen,I-AUTO
yin,I-AUTO
par,I-AUTO
mi,I-AUTO
bshad,I-AUTO
de/,I-AUTO
de,I-AUTO
bas,I-AUTO
na,I-AUTO
de,I-AUTO
dag,I-AUTO
gi,I-AUTO
sgo,I-AUTO
nas,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
par,I-AUTO
mi,I-AUTO
bya'o//,I-AUTO
zag,I-AUTO
pa,I-AUTO
med,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
la,I-AUTO
khyad,I-AUTO
par,I-AUTO
du,I-AUTO
bstan,I-AUTO
pa,I-AUTO
ni/,I-AUTO
de,I-AUTO
dag,I-AUTO
las,I-AUTO
bzlog,I-AUTO
pa,I-AUTO
nyid,I-AUTO
de/,I-AUTO
zag,I-AUTO
pa,I-AUTO
med,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
kyi,I-AUTO
mtshan,I-AUTO
nyid,I-AUTO
can,I-AUTO
dang,I-AUTO
/,I-AUTO
chos,I-AUTO
la,I-AUTO
brten,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
chos,I-AUTO
kyis,I-AUTO
bsgos,I-AUTO
shing,I-AUTO
byin,I-AUTO
gyis,I-AUTO
brlabs,I-AUTO
pa,I-AUTO
la,I-AUTO
sogs,I-AUTO
pa'i,I-AUTO
sgo,I-AUTO
nas,I-AUTO
kyang,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
pa,I-AUTO
yin,I-AUTO
te/,I-AUTO
'di,I-AUTO
dag,I-AUTO
ni,I-AUTO
chos,I-AUTO
thams,I-AUTO
cad,I-AUTO
kyi,I-AUTO
ming,I-AUTO
'phags,I-AUTO
pa,I-AUTO
'jam,I-AUTO
dpal,I-AUTO
gyi,I-AUTO
mtshan,I-AUTO
du,I-AUTO
bstan,I-AUTO
pa,I-AUTO
las,I-AUTO
brjod,I-AUTO
pa'i,I-AUTO
tshul,I-AUTO
gyi,I-AUTO
sgo,I-AUTO
nas/,I-AUTO
zag,I-AUTO
pa,I-AUTO
dang,I-AUTO
bcas,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
dang,I-AUTO
/,I-AUTO
zag,I-AUTO
pa,I-AUTO
med,I-AUTO
pa'i,I-AUTO
chos,I-AUTO
la,I-AUTO
thun,I-AUTO
mong,I-AUTO
du,I-AUTO
mtshan,I-AUTO
brjod,I-AUTO
du,I-AUTO
rung,I-AUTO
ba,I-AUTO
dang,I-AUTO
/,I-AUTO
bye,I-AUTO
brag,I-AUTO
gi,I-AUTO
sgo,I-AUTO
nas,I-AUTO
brjod,I-AUTO
pa,I-AUTO
dang,I-AUTO
/,I-AUTO
brjod,I-AUTO
pa,I-AUTO
ma,I-AUTO
yin,I-AUTO
pa,I-AUTO
yod,I-AUTO
par,I-AUTO
bstan,I-AUTO
pa,I-AUTO
ste/,I-AUTO
'di,I-AUTO
dag,I-AUTO
tsam,I-AUTO
gyis,I-AUTO
de'i,I-AUTO
mtshan,I-AUTO
gang,I-AUTO
dang,I-AUTO
gang,I-AUTO
rnams,I-AUTO
yin,I-AUTO
pa,I-AUTO
mdor,I-AUTO
bstan,I-AUTO
pa,I-AUTO
ste/,I-AUTO
rgyas,I-AUTO
par,I-AUTO
ni,I-AUTO
gzhung,I-AUTO
'di,I-AUTO
nyid,I-AUTO
du,I-AUTO
bstan,I-AUTO
pa'i,I-AUTO
mtshan,I-AUTO
rnams,I-AUTO
yan,I-AUTO
lag,I-AUTO
dang,I-AUTO
nying,I-AUTO
lag,I-AUTO
tu,I-AUTO
phye,I-AUTO
ba,I-AUTO
de'i,I-AUTO
mtshan,I-AUTO
rnams,I-AUTO
yin,I-AUTO
no//,I-AUTO
